reference_text,label
"L. Brown, ""Understanding the brain"", Oxford University Press, 2011.",notAPA
"M.K. Taylor, ""Understanding the brain"", MIT Press, 2018.",notAPA
"2009. Understanding the brain. Smith, J.A.. Oxford Press.",notAPA
"Johnson, P. R. (2000). Climate change and its effects. MIT Press.",APA
Brown L. 2022 Understanding the brain MIT.,notAPA
Smith J.A. 2005 Modern economics MIT.,notAPA
"M.K. Taylor, ""Understanding the brain"", MIT Press, 2023.",notAPA
"2012. Understanding the brain. Brown, L.. MIT.",notAPA
"Taylor, M. K. (2017). Climate change and its effects. Cambridge University Press.",APA
Taylor M.K. 2017 Modern economics MIT.,notAPA
"Taylor, M. K. (2017). The evolution of technology. Springer.",APA
"Taylor, M. K. (2021). Climate change and its effects. Cambridge University Press.",APA
"Brown, L. (2011). Artificial intelligence in healthcare. Harvard University Press.",APA
Brown L. 2014 Modern economics Oxford Press.,notAPA
"Lee, H. W. (2022). The evolution of technology. Cambridge University Press.",APA
"Lee, H. W. (2015). Modern economics. Harvard University Press.",APA
Smith J.A. 2012 Understanding the brain MIT.,notAPA
"Brown, L. (2008). Artificial intelligence in healthcare. Harvard University Press.",APA
"Taylor, M. K. (2019). Modern economics. Harvard University Press.",APA
Taylor M.K. 2023 Understanding the brain MIT.,notAPA
"Smith, J. A. (2004). Understanding the brain. MIT Press.",APA
"Johnson, P. R. (2009). Modern economics. Cambridge University Press.",APA
"Lee, H. W. (2014). Artificial intelligence in healthcare. MIT Press.",APA
"J.A. Smith, ""Understanding the brain"", MIT Press, 2020.",notAPA
"2016. Modern economics. Brown, L.. MIT.",notAPA
Brown L. 2022 Understanding the brain Oxford Press.,notAPA
"2013. Understanding the brain. Smith, J.A.. MIT.",notAPA
Brown L. 2007 Understanding the brain Oxford Press.,notAPA
"Johnson, P. R. (2006). Understanding the brain. Oxford University Press.",APA
"Brown, L. (2010). Understanding the brain. MIT Press.",APA
"L. Brown, ""Understanding the brain"", MIT Press, 2019.",notAPA
"2004. Modern economics. Smith, J.A.. MIT.",notAPA
Smith J.A. 2008 Modern economics Oxford Press.,notAPA
"Brown, L. (2001). Modern economics. Harvard University Press.",APA
"Taylor, M. K. (2009). Artificial intelligence in healthcare. Harvard University Press.",APA
"2005. Modern economics. Brown, L.. MIT.",notAPA
"Taylor, M. K. (2021). Understanding the brain. Cambridge University Press.",APA
"Johnson, P. R. (2016). Understanding the brain. Cambridge University Press.",APA
Brown L. 2004 Modern economics MIT.,notAPA
Brown L. 2014 Understanding the brain MIT.,notAPA
"2019. Modern economics. Smith, J.A.. MIT.",notAPA
"Smith, J. A. (2003). The evolution of technology. Springer.",APA
"Taylor, M. K. (2019). Climate change and its effects. Harvard University Press.",APA
Smith J.A. 2017 Modern economics MIT.,notAPA
"Johnson, P. R. (2014). Modern economics. MIT Press.",APA
"Taylor, M. K. (2008). Modern economics. Springer.",APA
Smith J.A. 2008 Understanding the brain MIT.,notAPA
"2020. Understanding the brain. Smith, J.A.. Oxford Press.",notAPA
Brown L. 2007 Modern economics Oxford Press.,notAPA
Brown L. 2004 Modern economics MIT.,notAPA
Smith J.A. 2002 Understanding the brain Oxford Press.,notAPA
"Lee, H. W. (2009). The evolution of technology. Springer.",APA
Smith J.A. 2002 Modern economics MIT.,notAPA
"Johnson, P. R. (2008). Climate change and its effects. Cambridge University Press.",APA
"J.A. Smith, ""Modern economics"", MIT Press, 2003.",notAPA
"2015. Understanding the brain. Brown, L.. Oxford Press.",notAPA
"2016. Modern economics. Smith, J.A.. Oxford Press.",notAPA
"Lee, H. W. (2016). Modern economics. Harvard University Press.",APA
"M.K. Taylor, ""Understanding the brain"", MIT Press, 2019.",notAPA
"L. Brown, ""Modern economics"", Oxford University Press, 2015.",notAPA
"M.K. Taylor, ""Modern economics"", MIT Press, 2008.",notAPA
Brown L. 2022 Understanding the brain MIT.,notAPA
"2019. Understanding the brain. Brown, L.. MIT.",notAPA
Smith J.A. 2018 Understanding the brain MIT.,notAPA
Brown L. 2015 Modern economics MIT.,notAPA
"L. Brown, ""Modern economics"", MIT Press, 2012.",notAPA
Smith J.A. 2020 Modern economics MIT.,notAPA
"Johnson, P. R. (2017). The evolution of technology. Springer.",APA
"2014. Modern economics. Brown, L.. MIT.",notAPA
"L. Brown, ""Modern economics"", Oxford University Press, 2018.",notAPA
"J.A. Smith, ""Modern economics"", MIT Press, 2018.",notAPA
Brown L. 2005 Modern economics MIT.,notAPA
"J.A. Smith, ""Understanding the brain"", Oxford University Press, 2018.",notAPA
"Taylor, M. K. (2014). Climate change and its effects. MIT Press.",APA
"2012. Understanding the brain. Smith, J.A.. MIT.",notAPA
"L. Brown, ""Understanding the brain"", MIT Press, 2012.",notAPA
"Taylor, M. K. (2021). Artificial intelligence in healthcare. MIT Press.",APA
"2017. Understanding the brain. Brown, L.. Oxford Press.",notAPA
"M.K. Taylor, ""Understanding the brain"", MIT Press, 2006.",notAPA
"2004. Modern economics. Brown, L.. Oxford Press.",notAPA
"Smith, J. A. (2009). Artificial intelligence in healthcare. MIT Press.",APA
"J.A. Smith, ""Modern economics"", MIT Press, 2020.",notAPA
"Johnson, P. R. (2014). The evolution of technology. MIT Press.",APA
"Lee, H. W. (2007). Climate change and its effects. Harvard University Press.",APA
"Johnson, P. R. (2014). Artificial intelligence in healthcare. Oxford University Press.",APA
"Smith, J. A. (2000). Understanding the brain. Cambridge University Press.",APA
"Smith, J. A. (2007). The evolution of technology. Cambridge University Press.",APA
Smith J.A. 2018 Modern economics Oxford Press.,notAPA
"2014. Understanding the brain. Brown, L.. Oxford Press.",notAPA
"M.K. Taylor, ""Modern economics"", Oxford University Press, 2020.",notAPA
"Johnson, P. R. (2003). Artificial intelligence in healthcare. Oxford University Press.",APA
"Smith, J. A. (2014). The evolution of technology. Cambridge University Press.",APA
"2023. Modern economics. Smith, J.A.. MIT.",notAPA
"Taylor, M. K. (2005). Climate change and its effects. MIT Press.",APA
"Johnson, P. R. (2006). Artificial intelligence in healthcare. Cambridge University Press.",APA
"Johnson, P. R. (2015). Understanding the brain. Springer.",APA
"L. Brown, ""Modern economics"", Oxford University Press, 2013.",notAPA
"Lee, H. W. (2004). The evolution of technology. Cambridge University Press.",APA
"Lee, H. W. (2022). Climate change and its effects. Cambridge University Press.",APA
"L. Brown, ""Modern economics"", MIT Press, 2023.",notAPA
"Brown, L. (2019). Modern economics. Oxford University Press.",APA
"Brown, L. (2019). Artificial intelligence in healthcare. MIT Press.",APA
Smith J.A. 2009 Understanding the brain MIT.,notAPA
"L. Brown, ""Understanding the brain"", Oxford University Press, 2006.",notAPA
Taylor M.K. 2004 Modern economics Oxford Press.,notAPA
"Johnson, P. R. (2008). Understanding the brain. Cambridge University Press.",APA
"Johnson, P. R. (2012). The evolution of technology. Cambridge University Press.",APA
"Taylor, M. K. (2004). Artificial intelligence in healthcare. Oxford University Press.",APA
"Taylor, M. K. (2003). Artificial intelligence in healthcare. Cambridge University Press.",APA
"J.A. Smith, ""Modern economics"", MIT Press, 2017.",notAPA
Taylor M.K. 2000 Modern economics Oxford Press.,notAPA
"Johnson, P. R. (2015). Climate change and its effects. Cambridge University Press.",APA
"2004. Modern economics. Brown, L.. MIT.",notAPA
Smith J.A. 2010 Modern economics MIT.,notAPA
"2020. Understanding the brain. Smith, J.A.. Oxford Press.",notAPA
"Johnson, P. R. (2023). The evolution of technology. MIT Press.",APA
"2009. Understanding the brain. Brown, L.. MIT.",notAPA
Smith J.A. 2009 Modern economics MIT.,notAPA
"2017. Understanding the brain. Brown, L.. MIT.",notAPA
"Johnson, P. R. (2014). Understanding the brain. Cambridge University Press.",APA
"Taylor, M. K. (2020). The evolution of technology. Springer.",APA
Smith J.A. 2021 Modern economics Oxford Press.,notAPA
"Brown, L. (2016). Climate change and its effects. MIT Press.",APA
"Lee, H. W. (2004). Climate change and its effects. Oxford University Press.",APA
"J.A. Smith, ""Modern economics"", MIT Press, 2011.",notAPA
"J.A. Smith, ""Understanding the brain"", Oxford University Press, 2013.",notAPA
"L. Brown, ""Understanding the brain"", Oxford University Press, 2007.",notAPA
Smith J.A. 2007 Modern economics Oxford Press.,notAPA
"Smith, J. A. (2023). Modern economics. MIT Press.",APA
"Lee, H. W. (2021). Climate change and its effects. Harvard University Press.",APA
Smith J.A. 2018 Understanding the brain Oxford Press.,notAPA
Taylor M.K. 2013 Modern economics MIT.,notAPA
